"player_name","player_id","year","xwoba","xba","xslg","xiso","xobp","brl","brl_percent","exit_velocity","max_ev","hard_hit_percent","k_percent","bb_percent","whiff_percent","chase_percent","arm_strength","sprint_speed","oaa","bat_speed","squared_up_rate","swing_length"
"Tromp, Chadwick","644433","2024",,,,,,,,,32,,,,,,,2,,,,
"Schuemann, Max","680474","2024",18,7,10,22,34,24,31,51,19,32,23,80,29,92,53,63,31,10,81,94
"Brennan, Will","686823","2024",22,64,27,16,29,17,24,11,47,18,95,12,85,18,73,74,30,,,
"Castillo, Diego A.","660636","2024",,,,,,,,,8,,,,,,,22,,,,
"Martinez, J.D.","502110","2024",87,71,88,86,82,84,95,78,69,79,9,71,10,35,,16,,65,8,1
"Yastrzemski, Mike","573262","2024",25,9,36,54,15,50,62,69,38,52,21,51,35,88,63,45,49,30,71,20
"Thompson, Bubba","669352","2024",,,,,,,,,9,,,,,,,96,,,,
"Jordan, Levi","682119","2024",,,,,,,,,3,,,,,,,27,,,,
"Joe, Connor","656582","2024",9,5,2,15,25,17,20,4,54,16,46,75,41,91,85,39,32,54,17,39
"León, Pedro","694175","2024",,,,,,,,,46,,,,,,,18,,,,
"Driscoll, Logan","686482","2024",,,,,,,,,6,,,,,,,3,,,,
"De Los Santos, Luis","665782","2024",,,,,,,,,14,,,,,,,35,,,,
"Haggerty, Sam","664059","2024",,,,,,,,,59,,,,,,,63,,,,
"Ortega, Rafael","542364","2024",,,,,,,,,13,,,,,,,20,,,,
"Dunn, Blake","694362","2024",,,,,,,,,7,,,,,,,94,,,,
"López, Jack","605346","2024",,,,,,,,,7,,,,,,,20,,,,
"Stevenson, Cal","670276","2024",,,,,,,,,8,,,,,,,26,,,,
"Butler, Lawrence","671732","2024",89,82,93,93,66,72,86,87,87,91,39,47,43,65,65,61,51,82,55,72
"Canario, Alexander","672744","2024",,,,,,,,,51,,,,,,,46,,,,
"Wynns, Austin","642851","2024",,,,,,,,,60,,,,,,,7,,,,
"Adrianza, Ehire","501303","2024",,,,,,,,,7,,,,,,,30,,,,
"Barrosa, Jorge","678489","2024",,,,,,,,,12,,,,,,,71,,,,
"Foscue, Justin","679822","2024",,,,,,,,,29,,,,,,,18,,,,
"Peterson, Jace","607054","2024",,,,,,,,,9,,,,,,,54,,,,
"Rodriguez, Johnathan","671286","2024",,,,,,,,,66,,,,,,,37,,,,
"Pauley, Graham","688363","2024",,,,,,,,,17,,,,,,,25,,,,
"Bailey, Patrick","672275","2024",49,59,43,36,58,20,24,83,57,55,41,59,55,77,,8,,39,78,52
"Renfroe, Hunter","592669","2024",21,14,23,33,21,26,30,33,81,46,72,64,58,67,91,33,6,90,36,20
"Gelof, Zack","680869","2024",5,2,17,48,2,52,61,53,49,28,2,42,2,49,11,87,83,47,9,52
"Pérez, Wenceel","672761","2024",27,52,25,20,32,13,16,28,49,10,59,38,77,45,56,76,83,21,64,91
"Murphy, Tom","608596","2024",,,,,,,,,53,,,,,,,19,,,,
"Alvarez Jr., Nacho","805373","2024",,,,,,,,,56,,,,,,,17,,,,
"Berroa, Steward","672642","2024",,,,,,,,,8,,,,,,,89,,,,
"Kelenic, Jarred","672284","2024",38,35,58,60,19,55,63,63,67,74,9,34,6,41,82,65,23,60,39,52
"Blankenhorn, Travis","663905","2024",,,,,,,,,27,,,,,,,24,,,,
"Lopez, Otto","672640","2024",41,83,45,26,42,20,21,24,45,43,75,12,70,27,36,86,98,26,83,98
"DeLoach, Zach","676113","2024",,,,,,,,,14,,,,,,,41,,,,
"Sabol, Blake","666165","2024",,,,,,,,,65,,,,,,,32,,,,
"Villar, David","681584","2024",,,,,,,,,24,,,,,,,22,,,,
"Isbel, Kyle","664728","2024",8,27,11,11,11,11,13,26,49,25,65,17,83,29,44,67,96,,,
"Tellez, Rowdy","642133","2024",34,33,48,52,19,44,52,55,96,32,48,34,66,54,17,2,8,82,22,4
"Remillard, Zach","621545","2024",,,,,,,,,18,,,,,,,71,,,,
"Yoshida, Masataka","807799","2024",60,66,45,34,76,26,29,29,74,43,96,38,95,84,,20,,,,
"Story, Trevor","596115","2024",,,,,,,,,10,,,,,,,59,,,,
"Conine, Griffin","665052","2024",,,,,,,,,85,,,,,,,56,,,,
"Freeman, Tyler","671289","2024",30,27,12,12,67,6,8,22,51,21,92,41,91,46,92,75,17,,,
"Romo, Drew","691011","2024",,,,,,,,,7,,,,,,,47,,,,
"Haase, Eric","606992","2024",,,,,,,,,56,,,,,,,73,,,,
"Jones, Jahmai","663330","2024",,,,,,,,,55,,,,,,,58,,,,
"Wendle, Joey","621563","2024",,,,,,,,,6,,,,,,,57,,,,
"Hoskins, Rhys","656555","2024",30,4,45,71,14,74,83,35,56,62,16,70,37,68,1,9,14,39,37,2
"Whitcomb, Shay","694376","2024",,,,,,,,,59,,,,,,,58,,,,
"Hensley, David","682073","2024",,,,,,,,,55,,,,,,,46,,,,
"Williams, Luke","663897","2024",,,,,,,,,9,,,,,,,79,,,,
"Conforto, Michael","624424","2024",80,52,81,83,64,69,77,67,90,78,34,66,41,73,85,24,17,79,54,39
"Wilson, Jacob","805779","2024",,,,,,,,,14,,,,,,,34,,,,
"Walsh, Jared","665120","2024",,,,,,,,,85,,,,,,,32,,,,
"Rojas, Josh","668942","2024",18,14,20,31,25,29,31,40,40,38,40,67,50,89,57,40,94,4,86,52
"Bote, David","623520","2024",,,,,,,,,32,,,,,,,40,,,,
"Robinson, Chuckie","642020","2024",,,,,,,,,27,,,,,,,10,,,,
"Tucker, Cole","657061","2024",,,,,,,,,16,,,,,,,68,,,,
"Estrada, Thairo","642731","2024",2,17,13,18,1,20,19,9,43,14,60,1,73,13,9,71,95,,,
"Sogard, Nick","686765","2024",,,,,,,,,7,,,,,,,55,,,,
"Ramos, Heliot","671218","2024",79,52,90,93,38,89,95,84,80,85,18,42,19,42,69,66,11,93,17,81
"Kepler, Max","596146","2024",30,41,36,33,22,34,35,45,96,30,59,15,48,35,69,36,86,41,58,39
"Cowser, Colton","681297","2024",67,24,69,80,49,84,89,71,90,81,7,67,13,73,95,75,96,78,36,86
"García, Avisaíl","541645","2024",,,,,,,,,26,,,,,,,70,,,,
"Luciano, Marco","682617","2024",,,,,,,,,37,,,,,,,56,,,,
"McCray, Grant","687529","2024",,,,,,,,,43,,,,,,99,95,,,,
"Kreidler, Ryan","668952","2024",,,,,,,,,21,,,,,,42,54,,,,
"Ortiz, Joey","687401","2024",39,26,16,18,76,20,18,22,77,40,62,89,89,73,45,84,96,76,28,31
"Wong, Connor","657136","2024",22,29,25,29,16,26,27,16,49,24,38,14,28,47,,79,,53,19,52
"Reyes, Pablo","622569","2024",,,,,,,,,36,,,,,,,49,,,,
"Hurtubise, Jacob","674441","2024",,,,,,,,,6,,,,,,,40,,,,
"Sweeney, Trey","700242","2024",,,,,,,,,47,,,,,,32,68,,,,
"Berti, Jon","542932","2024",,,,,,,,,24,,,,,,,94,,,,
"Bliss, Ryan","669208","2024",,,,,,,,,26,,,,,,12,83,,,,
"Marchán, Rafael","665561","2024",,,,,,,,,11,,,,,,,21,,,,
"Lux, Gavin","666158","2024",49,74,43,30,61,36,36,33,44,53,40,47,55,84,6,58,64,34,61,63
"Ford, Mike","645801","2024",,,,,,,,,26,,,,,,,1,,,,
"Kjerstad, Heston","677008","2024",,,,,,,,,30,,,,,,,80,,,,
"Crawford, Brandon","543063","2024",,,,,,,,,40,,,,,,48,7,,,,
"Wilson, Weston","642215","2024",,,,,,,,,43,,,,,,,68,,,,
"Mullins, Cedric","656775","2024",14,11,16,27,14,24,21,14,23,14,60,51,80,54,48,77,86,34,35,31
"Rivas, Leo","660844","2024",,,,,,,,,9,,,,,,34,76,,,,
"Madris, Bligh","676632","2024",,,,,,,,,39,,,,,,,44,,,,
"Encarnacion, Jerar","666464","2024",,,,,,,,,83,,,,,,,30,,,,
"Sanó, Miguel","593934","2024",,,,,,,,,95,,,,,,,15,,,,
"Trejo, Alan","676701","2024",,,,,,,,,10,,,,,,57,24,,,,
"Bae, Ji Hwan","678225","2024",,,,,,,,,37,,,,,,69,91,,,,
"Gamel, Ben","592325","2024",,,,,,,,,65,,,,,,58,39,,,,
"Barnhart, Tucker","571466","2024",,,,,,,,,8,,,,,,,2,,,,
"Greene, Riley","682985","2024",87,57,88,89,85,87,89,83,92,79,20,89,39,88,53,62,80,87,25,63
"Myers, Dane","667472","2024",,,,,,,,,23,,,,,,97,83,,,,
"Vogelbach, Daniel","596129","2024",,,,,,,,,47,,,,,,,1,,,,
"Langeliers, Shea","669127","2024",56,27,78,86,19,84,87,80,86,64,20,36,25,30,,65,,82,43,52
"Sánchez, Jesús","660821","2024",82,81,89,86,64,81,86,95,98,95,27,34,13,12,73,45,80,88,41,63
"Soler, Jorge","624585","2024",75,34,66,70,80,72,76,66,92,59,27,93,24,54,57,38,,92,12,4
"Winker, Jesse","608385","2024",65,48,39,36,87,50,50,43,51,37,47,91,76,97,68,19,1,17,64,52
"Gomes, Yan","543228","2024",,,,,,,,,25,,,,,,,24,,,,
"France, Ty","664034","2024",44,22,48,59,39,55,54,43,74,47,43,46,55,66,5,7,1,29,44,20
"Lowe, Nathaniel","663993","2024",54,46,26,20,85,29,27,40,80,43,43,95,75,84,22,27,90,71,29,52
"Allen, Nick","669397","2024",,,,,,,,,14,,,,,,37,50,,,,
"Rooker, Brent","667670","2024",97,88,98,99,89,96,98,92,90,95,12,71,7,38,,57,,81,33,72
"Raleigh, Cal","663728","2024",75,17,84,95,49,94,96,85,91,91,9,82,15,24,,28,,82,10,10
"Walker, Jordan","691023","2024",,,,,,,,,88,,,,,,98,75,,,,
"Clemens, Kody","665019","2024",,,,,,,,,40,,,,,,,66,,,,
"Miranda, Jose","669304","2024",53,79,59,43,42,37,35,51,67,49,90,7,68,12,28,16,9,34,88,20
"Chaparro, Andrés","665953","2024",,,,,,,,,27,,,,,,,16,,,,
"Knizner, Andrew","668800","2024",,,,,,,,,25,,,,,,,6,,,,
"Tena, José","677588","2024",,,,,,,,,49,,,,,,,71,,,,
"Norby, Connor","681393","2024",,,,,,,,,31,,,,,,,95,,,,
"Cruz, Oneil","665833","2024",77,79,84,79,62,95,97,99,100,98,5,45,5,25,98,88,24,100,32,13
"Betts, Mookie","605141","2024",93,95,81,62,97,37,34,70,54,50,98,98,95,94,72,39,19,,,
"Casali, Curt","592200","2024",,,,,,,,,10,,,,,,,2,,,,
"McCann, Kyle","668832","2024",,,,,,,,,77,,,,,,,12,,,,
"Stefanic, Michael","683021","2024",,,,,,,,,9,,,,,,15,11,,,,
"Burger, Jake","669394","2024",74,57,86,87,39,86,83,85,96,83,24,19,16,9,49,67,12,87,37,31
"Smith, Pavin","656976","2024",,,,,,,,,82,,,,,,,21,,,,
"Maile, Luke","571912","2024",,,,,,,,,22,,,,,,,12,,,,
"Smith, Will","669257","2024",61,27,66,74,57,74,71,55,49,62,57,67,71,62,,48,,6,61,63
"Langford, Wyatt","694671","2024",55,59,60,55,58,61,57,57,81,68,51,59,62,82,61,98,59,84,43,81
"Hedges, Austin","595978","2024",,,,,,,,,11,,,,,,,9,,,,
"Monasterio, Andruw","655316","2024",,,,,,,,,26,,,,,,32,60,,,,
"Mastrobuoni, Miles","670156","2024",,,,,,,,,32,,,,,,45,70,,,,
"Swanson, Dansby","621020","2024",64,48,64,64,54,66,62,61,58,66,30,63,25,80,30,63,99,47,46,39
"Clement, Ernie","676391","2024",12,57,34,26,6,20,15,6,54,4,100,1,95,1,34,82,91,4,99,91
"Carpenter, Matt","572761","2024",,,,,,,,,23,,,,,,,4,,,,
"Baldwin, Brooks","681460","2024",,,,,,,,,21,,,,,,22,93,,,,
"Morel, Christopher","666624","2024",60,18,54,67,59,78,75,54,77,52,22,78,4,68,87,53,1,96,7,4
"Wisdom, Patrick","621550","2024",,,,,,,,,85,,,,,,,61,,,,
"Maldonado, Martín","455117","2024",,,,,,,,,32,,,,,,,1,,,,
"Turner, Trea","607208","2024",53,72,60,49,42,44,37,57,66,57,70,18,47,24,31,96,12,43,62,20
"Arozarena, Randy","668227","2024",56,11,37,54,75,60,53,70,82,63,26,84,19,73,33,72,4,63,44,39
"Jackson, Alex","656577","2024",,,,,,,,,63,,,,,,,35,,,,
"Pache, Cristian","665506","2024",,,,,,,,,51,,,,,,93,79,,,,
"Happ, Ian","664023","2024",84,37,79,84,83,87,84,77,92,74,19,94,29,88,50,67,67,58,31,81
"Rodgers, Brendan","663898","2024",30,57,40,34,19,37,30,55,74,72,35,11,43,39,18,17,24,44,46,72
"Mitchell, Garrett","669003","2024",,,,,,,,,39,,,,,,81,97,,,,
"Jiménez, Leo","677870","2024",,,,,,,,,26,,,,,,24,69,14,,,
"Mountcastle, Ryan","663624","2024",71,87,75,64,49,66,57,75,90,72,45,17,49,4,1,58,78,90,14,31
"Rodríguez, Julio","677594","2024",73,83,73,63,66,70,63,75,94,75,26,30,14,7,91,97,94,95,6,6
"Judge, Aaron","592450","2024",100,98,100,100,100,100,100,100,99,100,34,100,12,96,76,34,9,99,44,1
"Smith, Josh","669701","2024",36,30,17,15,67,13,9,22,36,25,60,58,70,70,40,61,78,24,77,91
"Barnes, Austin","605131","2024",,,,,,,,,41,,,,,,,16,,,,
"Hill, Derek","656537","2024",,,,,,,,,60,,,,,,79,96,,,,
"Wallner, Matt","670242","2024",,,,,,,,,98,,,,,,100,52,,,,
"Nido, Tomás","621512","2024",,,,,,,,,40,,,,,,,5,,,,
"Scott II, Victor","687363","2024",,,,,,,,,27,,,,,,51,99,,,,
"Chourio, Jackson","694192","2024",71,91,68,50,77,57,48,61,79,75,55,38,38,23,51,97,85,68,65,39
"Arias, Gabriel","672356","2024",,,,,,,,,90,,,,,,97,51,42,,,
"Holliday, Jackson","702616","2024",,,,,,,,,51,,,,,,12,95,80,,,
"Carter, Evan","694497","2024",,,,,,,,,44,,,,,,41,98,,,,
"Soderstrom, Tyler","691016","2024",,,,,,,,,82,,,,,,14,36,,,,
"Marte, Ketel","606466","2024",96,95,94,91,94,86,78,97,99,97,70,77,64,61,34,46,93,78,92,20
"McNeil, Jeff","643446","2024",17,26,10,11,33,11,8,16,32,12,90,42,86,32,65,24,66,12,76,63
"Stubbs, Garrett","596117","2024",,,,,,,,,5,,,,,,,69,,,,
"Rafaela, Ceddanne","678882","2024",8,25,35,41,2,57,47,14,38,35,23,1,9,1,94,87,25,22,17,39
"Wade, Tyler","642180","2024",,,,,,,,,8,,,,,,25,87,,,,
"Devers, Rafael","646240","2024",93,89,95,95,91,91,88,96,94,95,37,82,15,35,50,27,7,63,41,31
"Slater, Austin","596103","2024",,,,,,,,,19,,,,,,69,75,,,,
"Castro, Willi","650489","2024",44,30,34,36,59,55,43,20,83,29,31,56,16,27,86,66,85,28,11,72
"Stewart, DJ","621466","2024",,,,,,,,,71,,,,,,71,41,,,,
"Chisholm Jr., Jazz","665862","2024",47,34,62,66,36,78,69,57,62,50,33,55,27,38,66,85,76,52,22,31
"Baty, Brett","683146","2024",,,,,,,,,81,,,,,,44,40,74,,,
"Keith, Colt","690993","2024",47,83,47,29,54,37,27,22,54,24,62,25,61,45,11,61,77,36,78,94
"Jung, Josh","673962","2024",,,,,,,,,39,,,,,,22,51,,,,
"Santana, Carlos","467793","2024",64,35,57,59,69,57,45,48,90,37,78,78,55,86,22,18,97,43,80,20
"India, Jonathan","663697","2024",82,77,59,46,93,66,55,18,69,34,54,93,77,98,10,65,55,47,52,63
"Julks, Corey","667452","2024",,,,,,,,,41,,,,,,64,81,,,,
"Harper, Bryce","547180","2024",88,83,87,80,92,74,63,80,91,86,51,91,34,26,27,53,92,80,20,52
"Vierling, Matt","663837","2024",43,71,51,42,34,61,51,64,75,57,60,21,83,90,51,88,33,36,86,39
"Ward, Taylor","621493","2024",82,57,83,83,66,94,89,78,44,69,25,61,41,92,68,31,73,17,87,81
"Pagés, Pedro","686780","2024",,,,,,,,,51,,,,,,,20,,,,
"Marte, Noelvi","682622","2024",,,,,,,,,77,,,,,,72,88,,,,
"Barger, Addison","680718","2024",,,,,,,,,67,,,,,,99,71,,,,
"Bellinger, Cody","641355","2024",23,27,33,38,25,42,29,21,51,13,84,49,63,22,75,78,44,13,90,20
"Matos, Luis","682641","2024",,,,,,,,,49,,,,,,89,65,,,,
"Guillorme, Luis","641645","2024",,,,,,,,,41,,,,,,20,5,82,,,
"Bride, Jonah","681146","2024",,,,,,,,,17,,,,,,,44,,,,
"Schanuel, Nolan","694384","2024",51,60,23,14,85,20,11,7,12,4,73,86,94,90,11,25,35,1,93,97
"Loftin, Nick","679845","2024",,,,,,,,,16,,,,,,37,62,80,,,
"Fletcher, Dominic","666150","2024",,,,,,,,,18,,,,,,80,27,64,,,
"Chapman, Matt","656305","2024",80,60,75,78,80,91,84,96,94,88,33,75,53,80,73,86,93,98,14,39
"Walls, Taylor","670764","2024",,,,,,,,,14,,,,,,37,63,17,,,
"Jankowski, Travis","608671","2024",,,,,,,,,17,,,,,,51,82,,,,
"Loperfido, Joey","694388","2024",,,,,,,,,62,,,,,,46,90,,,,
"Springer, George","543807","2024",65,54,59,57,69,78,65,26,66,37,67,70,45,78,66,73,63,50,56,39
"Lee, Jung Hoo","808982","2024",,,,,,,,,46,,,,,,97,80,,,,
"Farmer, Kyle","571657","2024",,,,,,,,,44,,,,,,30,16,86,,,
"Paredes, Isaac","670623","2024",32,7,12,28,66,37,24,2,30,5,81,91,88,62,31,17,16,7,39,4
"Alonso, Pete","624413","2024",79,37,80,86,67,93,84,63,98,76,32,71,48,64,2,19,5,92,25,52
"Adames, Willy","642715","2024",80,46,86,89,67,91,82,43,83,51,30,82,21,52,76,49,74,78,16,2
"Valdez, Enmanuel","665839","2024",,,,,,,,,69,,,,,,6,22,4,,,
"Jones, Nolan","666134","2024",,,,,,,,,81,,,,,,100,74,,,,
"Steer, Spencer","668715","2024",51,30,37,41,70,50,34,24,36,47,56,85,62,76,80,72,14,44,57,39
"Olivares, Edward","658668","2024",,,,,,,,,59,,,,,,93,63,,,,
"Ibáñez, Andy","628451","2024",,,,,,,,,43,,,,,,8,60,86,,,
"Abrams, CJ","682928","2024",51,46,51,50,49,57,39,31,60,51,48,28,46,9,60,82,1,57,46,31
"Julien, Edouard","666397","2024",,,,,,,,,63,,,,,,21,32,36,,,
"Murphy, Sean","669221","2024",,,,,,,,,85,,,,,,,7,,,,
"McCann, James","543510","2024",,,,,,,,,65,,,,,,,7,,,,
"Velázquez, Nelson","676369","2024",,,,,,,,,72,,,,,,86,55,,,,
"Bart, Joey","663698","2024",,,,,,,,,77,,,,,,,47,,,,
"Lipscomb, Trey","702358","2024",,,,,,,,,38,,,,,,86,54,29,,,
"Wood, James","695578","2024",,,,,,,,,79,,,,,,38,83,,,,
"Mateo, Jorge","622761","2024",,,,,,,,,51,,,,,,47,99,43,,,
"Sánchez, Gary","596142","2024",,,,,,,,,93,,,,,,,4,,,,
"Turang, Brice","668930","2024",27,68,14,4,54,11,5,22,34,11,75,50,97,51,21,94,90,2,86,100
"Fairchild, Stuart","656413","2024",,,,,,,,,69,,,,,,53,92,87,,,
"Carpenter, Kerry","681481","2024",,,,,,,,,47,,,,,,84,57,,,,
"Perez, Salvador","521692","2024",91,85,95,96,75,95,87,78,89,70,55,30,30,1,4,4,,71,53,6
"Naylor, Josh","647304","2024",70,59,71,71,71,77,57,64,71,55,82,67,59,25,28,8,77,65,72,20
"Merrill, Jackson","701538","2024",93,97,96,91,75,90,78,69,79,69,74,7,73,11,91,80,93,53,48,31
"Grandal, Yasmani","518735","2024",,,,,,,,,36,,,,,,,1,,,,
"Tovar, Ezequiel","678662","2024",17,24,43,52,2,74,56,45,66,51,11,2,6,1,51,72,98,39,12,20
"Ahmed, Nick","605113","2024",,,,,,,,,13,,,,,,17,60,94,,,
"Nevin, Tyler","663527","2024",,,,,,,,,34,,,,,,69,25,7,,,
"Ohtani, Shohei","660271","2024",99,98,99,99,98,100,99,100,100,100,40,86,17,58,,74,,97,67,13
"Kwan, Steven","680757","2024",61,90,35,11,86,9,3,7,19,1,99,59,100,96,62,44,87,1,100,98
"Alvarez, Yordan","670541","2024",99,98,99,98,98,97,93,95,99,89,88,82,75,34,32,20,,97,74,20
"Iglesias, Jose","578428","2024",,,,,,,,,58,,,,,,20,84,73,,,
"Wisely, Brett","689172","2024",,,,,,,,,26,,,,,,45,64,81,,,
"Reynolds, Bryan","668804","2024",84,85,81,73,81,81,63,67,79,77,42,56,20,39,78,70,1,44,69,86
"Edwards, Xavier","669364","2024",,,,,,,,,10,,,,,,18,77,8,,,
"Cronenworth, Jake","630105","2024",79,77,68,60,82,74,54,45,71,36,73,58,89,82,15,62,35,16,72,72
"Rutschman, Adley","668939","2024",56,70,51,42,69,60,39,29,53,28,82,65,85,49,,29,,14,89,81
"Anderson, Tim","641313","2024",,,,,,,,,46,,,,,,55,45,27,,,
"Contreras, William","661388","2024",88,82,88,81,88,87,70,93,100,91,57,80,33,66,,26,,86,67,39
"Castellanos, Nick","592206","2024",55,72,64,57,46,69,48,31,87,33,50,21,14,4,32,52,3,47,39,20
"Profar, Jurickson","595777","2024",89,88,69,53,96,66,45,80,64,70,88,91,89,91,71,26,5,50,75,39
"Carroll, Corbin","682998","2024",55,43,40,41,70,60,38,51,77,42,69,74,74,69,34,96,92,76,80,81
"Henderson, Gunnar","683002","2024",95,94,92,85,95,93,80,93,87,96,45,82,52,86,82,89,36,96,56,63
"Suwinski, Jack","669261","2024",,,,,,,,,77,,,,,,64,78,6,,,
"Rivera, Emmanuel","656896","2024",,,,,,,,,51,,,,,,59,37,80,,,
"Taylor, Michael A.","572191","2024",,,,,,,,,80,,,,,,86,82,96,,,
"Hays, Austin","669720","2024",,,,,,,,,59,,,,,,84,42,,,,
"Montero, Elehuris","660707","2024",,,,,,,,,93,,,,,,21,22,,,,
"Kiermaier, Kevin","595281","2024",,,,,,,,,20,,,,,,98,86,97,,,
"Senzel, Nick","669222","2024",,,,,,,,,25,,,,,,43,50,12,,,
"Tucker, Kyle","663656","2024",,,,,,,,,37,,,,,,55,25,,,,
"Díaz, Yandy","650490","2024",70,88,63,46,77,70,48,92,99,92,85,47,97,86,3,9,15,70,96,31
"Rortvedt, Ben","666163","2024",,,,,,,,,53,,,,,,,13,,,,
"Bohm, Alec","664761","2024",84,96,79,57,88,64,41,73,69,76,94,32,88,60,33,23,91,54,96,39
"Solano, Donovan","456781","2024",,,,,,,,,32,,,,,,,13,,,,
"Giménez, Andrés","665926","2024",30,75,23,7,49,17,7,11,56,9,88,7,65,6,60,89,100,7,46,81
"Pasquantino, Vinnie","686469","2024",67,75,67,62,54,66,43,78,83,80,97,39,95,32,2,13,81,44,94,39
"Alvarez, Francisco","682626","2024",,,,,,,,,95,,,,,,,17,,,,
"Bregman, Alex","608324","2024",49,60,55,50,42,57,34,55,49,56,93,32,97,80,27,32,89,39,97,81
"Volpe, Anthony","683011","2024",9,32,11,9,14,29,12,26,44,25,41,21,59,43,27,85,98,14,59,72
"Palacios, Richie","680700","2024",56,54,16,7,93,3,11,11,41,13,45,98,43,78,65,68,78,,,
"Arenado, Nolan","571448","2024",23,57,21,13,34,24,9,7,31,11,90,30,86,42,47,9,92,29,72,1
"Refsnyder, Rob","608701","2024",,,,,,,,,77,,,,,,82,49,,,,
"Peña, Jeremy","665161","2024",51,81,54,40,44,57,32,29,55,40,75,4,47,7,24,98,14,60,57,20
"Siani, Michael","672279","2024",,,,,,,,,16,,,,,,63,77,98,,,
"Garcia, Maikel","672580","2024",37,79,37,18,46,34,14,75,43,68,83,25,93,93,64,66,82,28,99,63
"Donovan, Brendan","680977","2024",61,79,52,35,71,44,20,35,44,28,98,32,94,78,53,42,91,20,98,86
"Smith, Dominic","642086","2024",27,8,31,50,22,42,72,54,49,42,31,63,45,58,1,12,74,,,
"d'Arnaud, Travis","518595","2024",,,,,,,,,58,,,,,,,11,,,,
"Cave, Jake","595909","2024",4,22,19,23,4,9,20,20,25,35,15,12,27,18,58,60,63,,,
"Wade Jr., LaMonte","664774","2024",86,63,60,54,97,34,59,64,69,60,38,99,50,94,7,10,66,,,
"Altuve, Jose","514888","2024",49,74,50,38,53,66,39,10,40,11,73,32,66,5,8,46,10,15,62,10
"Taylor, Tyrone","621438","2024",,,,,,,,,67,,,,,,90,89,83,,,
"Naylor, Bo","666310","2024",1,1,2,24,1,20,39,37,47,28,4,42,25,56,,31,,26,27,39
"Guerrero Jr., Vladimir","665489","2024",98,100,97,94,99,98,90,98,99,99,93,73,66,54,63,45,2,94,79,13
"Vázquez, Christian","543877","2024",,,,,,,,,45,,,,,,,5,,,,
"Robert Jr., Luis","673357","2024",20,10,47,64,5,48,74,70,87,57,2,25,2,7,58,88,78,84,5,13
"Lindor, Francisco","596019","2024",95,93,96,95,89,98,91,77,85,85,70,47,54,64,36,59,99,60,82,20
"Buxton, Byron","621439","2024",86,71,92,94,54,66,91,89,88,88,20,14,9,20,88,97,86,84,16,2
"Cabrera, Oswaldo","665828","2024",,,,,,,,,29,,,,,,25,56,75,,,
"Ramírez, José","608070","2024",64,64,71,68,53,84,54,51,98,46,97,51,93,29,30,72,79,42,82,52
"Rosario, Eddie","592696","2024",1,6,13,30,1,13,26,78,63,64,34,9,32,12,53,49,8,,,
"Merrifield, Whit","593160","2024",29,37,4,3,77,2,4,1,14,1,90,84,82,65,38,90,28,,,
"Moore, Dylan","664238","2024",27,3,9,30,49,37,57,37,49,30,11,86,43,98,11,70,46,68,10,72
"Schneider, Davis","676914","2024",18,2,18,48,16,55,78,45,53,36,4,80,14,85,49,43,48,20,27,86
"Polanco, Jorge","593871","2024",44,14,50,64,42,48,68,31,67,33,5,78,25,78,9,57,1,19,23,63
"Wells, Austin","669224","2024",84,63,75,76,89,42,59,45,75,47,54,89,31,61,,33,,57,41,39
"Amaya, Miguel","665804","2024",29,52,30,23,29,13,24,31,76,22,69,22,59,26,,11,,,,
"Fraley, Jake","641584","2024",9,34,2,2,24,3,7,1,44,3,64,27,72,24,84,79,68,47,7,72
"Pederson, Joc","592626","2024",96,85,91,89,99,70,91,93,93,86,37,98,46,48,,13,,74,25,13
"Rizzo, Anthony","519203","2024",20,27,15,15,29,9,16,11,65,16,80,28,82,15,9,2,43,,,
"Gonzales, Nick","693304","2024",30,71,39,28,19,34,48,22,65,21,57,4,41,14,17,93,84,36,50,52
"Perdomo, Geraldo","672695","2024",7,17,2,5,24,6,12,19,58,6,84,59,99,95,55,41,34,,,
"Massey, Michael","686681","2024",,,,,,,,,60,,,,,,13,36,81,,,
"Raley, Luke","670042","2024",38,8,56,74,16,52,71,63,96,60,7,22,3,48,72,91,28,86,2,63
"Abreu, Wilyer","677800","2024",56,23,67,80,30,61,80,88,93,94,12,59,20,45,98,53,88,84,29,39
"Fry, David","681807","2024",61,35,40,43,84,26,38,26,41,34,53,85,49,55,,23,,26,29,10
"Vientos, Mark","668901","2024",81,63,90,91,52,78,95,80,88,80,16,46,5,29,66,24,3,52,48,20
"Newman, Kevin","621028","2024",4,60,5,1,15,1,2,6,15,2,86,9,91,52,25,54,90,,,
"Bichette, Bo","666182","2024",33,64,33,22,38,11,17,57,75,70,65,22,68,7,38,50,67,,,
"Crawford, J.P.","641487","2024",47,21,27,38,71,29,41,31,67,47,43,95,79,99,37,29,77,,,
"Díaz, Elias","553869","2024",4,29,8,6,11,9,15,15,65,17,64,11,31,19,,3,,,,
"Haniger, Mitch","571745","2024",25,11,29,47,18,44,59,73,81,77,11,66,10,78,60,23,10,65,51,72
"Rojas, Miguel","500743","2024",,,,,,,,,18,,,,,,42,17,97,,,
"Stanton, Giancarlo","519317","2024",91,64,96,98,48,95,100,99,100,97,7,42,6,32,,3,,100,12,1
